Passage_ID,passage,original_id
565747_6_14,"She hooked up with a freshman? Doesn’t that
make her the predator? Haven’t you ever heard of gang rape in India. There
are women out there suffering real abuse and you want to call this assault. Bored suburban kids can’t keep it in their pants. Lame. It’s not like he
dragged her. If she had a boyfriend why wasn’t he there? Mother of the year
award. What kind of mom dumps her two daughters at a frat party?",Know_My_Name_6_14
340849_25_47,"It's out there. You can't take it back, or undo it. If you posed for it
eighteen years ago, you've got to know it's out there, and it'll come back to haunt
you."" And then, in a worried tone, ""Are there any others? Do you know how
many he took?""
""I have no idea."" She almost groaned as she said it. ""If the paper bought them from him in good faith, and he represented to them
that he had a release, and presented one to them, then they're protected.""
""Why is everyone protected except me? Why am I always the guilty party?""
It was like getting beaten again, and raped. She was a victim again. It was no

different from getting raped night after night by her father. Only her father wasn't doing it anymore, everyone else was. And it wasn't fair.",malice_25_47
565747_24_53,"And then, at the bottom of the article, after I learned about the graphic
details of my own sexual assault, the article listed his swimming times. She
was found breathing, unresponsive with her underwear six inches away
from her bare stomach curled in fetal position. By the way, he’s really good
at swimming. Throw in my mile time if that’s what we’re doing. I’m good
at cooking, put that in there, I think the end is where you list your
extracurriculars to cancel out all the sickening things that’ve happened. The night the news came out I sat my parents down and told them that I had
been assaulted, to not look at the news because it’s upsetting, just know that

I’m okay, I’m right here, and I’m okay. But halfway through telling them,
my mom had to hold me because I could no longer stand up. The night after it happened, he said he didn’t know my name, said he
wouldn’t be able to identify my face in a lineup, didn’t mention any
dialogue between us, no words, only dancing and kissing. Dancing is a cute
term; was it snapping fingers and twirling dancing, or just bodies grinding
up against each other in a crowded room? I wonder if kissing was just faces
sloppily pressed up against each other?",Know_My_Name_24_53
630140_55_65,"It was a
hard question to answer, except maybe to a few, a chosen few. Hadn’t
Einstein said there were only six people in the world who understood all the
implications of E=mc2? What about the equation inside his own skull? The
relativity of Harold. The speed of blight. Oh, he could fill twice as many
pages as he had already written about that, becoming more obscure, more
arcane, until he finally became lost in the clockwork of himself and still
nowhere near the mainspring at all. He was perhaps … raping himself. Was
that it? It was close, anyway. An obscene and ongoing act of buggery.",The_Stand_55_65
340849_4_63,"""What's to figure? So she got laid, nobody says she got raped. And who says
it was her father?""
""Bullshit. Who do you think laid her? Six gorillas from the zoo? Did you see the bruises, and read what he found internally?""
""So she likes it lively. Look, she's not complaining. She isn't saying that she
was raped. What do you want from me?""
""Some sense for chrissake,"" she blazed at him. ""She's a seventeen-year-old
kid, and he was her father.",malice_4_63
565747_22_17,"When society questions a victim’s reluctance to report, I will be here to
remind you that you ask us to sacrifice our sanity to fight outdated
structures that were designed to keep us down. Victims do not have the time
for this. Victims are also students, teachers, parents, who can’t give up work
or education. The average adult can barely find time to renew their license
at the DMV. It is not reasonable to casually demand that victims put aside
their lives to spend more time pursuing something they never asked for in
the first place. This is not about the victims’ lack of effort. This is about
society’s failure to have systems in place in which victims feel there’s a
probable chance of achieving safety, justice, and restoration rather than
being retraumatized, publicly shamed, psychologically tormented, and
verbally mauled. The real question we need to be asking is not, Why didn’t
she report, the question is, Why would you? Brock will always be the swimmer turned rapist. He was great and then
he fell.",Know_My_Name_22_17
281771_9_22,"In the Special Punishment Hall they had no need to stay on
their knees and could stand around me as they liked. At once the
round handle of a paddle was thrust in my anus. My legs were
dragged wide apart. I was shuddering, and when the paddle handle
proceeded to rape me with back and forth thrusts as roughly as any
cock I'd ever received, I knew my face was red, and that my tears
were threatening. Now and then in the midst of all this, I'd feel cool
little lips pressed to my ear, my face pinched, my chin stroked, and
then they would assault my nipples again. ""'Beautiful little tits,' said one of the girls as she did this. She had

ﬂaxen hair, as straight as yours. 'When I've ﬁnished my work, they'll
feel like breasts,' she said, and proceeded to stretch them, and
stroke them. ""All the while, to my shame, my cock was hard as if it knew its
mistresses even when I refused to acknowledge them. This girl with
the ﬂaxen hair laid her thighs against mine, growing ﬁercer as she
pulled on my nipples.",The_Claiming_of_Sleeping_Beauty_9_22
565747_14_16,"I biked to get a burrito, drank from
an expired coke can, sat wearing my helmet on a bench at the park. I took a
photo of the burrito and posted it online. I received thirty-two likes. It was a

joke with myself, playing tricks on the world. People believed I was
enjoying my afternoon, when in reality I was about to face my rapist. How
creepy it was that we could conceal these stories. How easy it was to
pretend. The slivers we show, the mountains we hide. Over dinner my dad told me he was proud of me. I’m so proud of you,
sweetie, truly proud.",Know_My_Name_14_16
565747_14_14,"As I told her about
the rapist who swam, about the victim that was me, I was free-falling,
preparing for impact. After graduation, we’d gone out to a bar with live
music. Drowned in noise she told me she had been assaulted. It happened
early in college, she yelled loud enough for me to hear. I just haven’t told
many people. I just thought you should know. I said, Are you kidding me. What an asshole. At the time anger was the only thing I knew how to do,
more than empathy, more than comfort, more than contemplation. Now I
was sorry I hadn’t known how to take better care of her.",Know_My_Name_14_14
223085_57_11,"All we have put into him became a part of
him, too. Don’t turn away from him now. Please. Don’t stop loving him.’

She could scarcely concentrate on his words. She had dreaded telling
Brashen about the rape, but had resolved she must. Yet, how could she tell
him, without compromising his feelings for his ship? The convolutions of her
thoughts dizzied her. ‘Althea?’ Brashen asked her anxiously. ‘I’ll try,’ she said faintly. She suddenly didn’t care who was watching.",Liveship_Ship_of_Destiny_57_11
917330_27_21,"“There is no immediately apparent pattern. The murders were carried out at different places and there is no real
signature, but there are certain things that do recur. Animals. Fire. Aggravated sexual assault. And, as you pointed out,
a parody of Biblical quotations. But it seems that not one of the investigating detectives interpreted any of the murders
in terms of the Bible.”
Blomkvist was watching her. With her slender body, her black camisole, the tattoos, and the rings piercing her face,
Salander looked out of place, to say the least, in a guest cottage in Hedeby. When he tried to be sociable over dinner,
she was taciturn to the point of rudeness. But when she was working she sounded like a professional to her fingertips.",The_Girl_With_The_Dragon_Tattoo_27_21
565747_18_8,"I was
scared of the way my body kept dictating these episodes. I’d grip the sink,
turning on the faucet to drown out the sounds. Why are you sad, I kept
thinking, you won. I did not want Lucas to hear me, to realize that I was still
broken, not ready to let all of this go. In my in-box, a message surfaced from Michele Dauber, a Stanford
professor and activist who demanded Stanford do more to stop campus
sexual assault. She was also an old family friend whom I hadn’t seen since
my teens. In middle school, her daughter and I had been a part of the same
group of friends, biking to Blockbuster to rent Carrie, eating Cheetos,
tucked inside sleeping bags in the little guesthouse. When my story first broke, I watched from my bed as news cameras
interviewed Michele in the doorway of her home, the same door I’d walked
through in middle school with muddy Skechers. I wanted her wisdom, but I
knew if I spoke to her, I’d be accused of having an agenda. Even The
Washington Post article had quoted a critic who said, The prosecutor was
playing to the demands of Stanford female activists.",Know_My_Name_18_8
223085_55_53,"They did not exclude her; it simply went past her the way adult conversation
went over a child’s head. The priest-boy, small and spindly as a child, had become this slight but
energetic young man who roared commands with a man’s voice. She knew,
with a sudden guilt, that her own father had not seen that possibility in
Wintrow. If he had, Ephron Vestrit would have opposed Keffria sending him
off to the priesthood. Even his own father had intended to use him only as a
sort of place-holder until Selden, his younger, bolder son, came of age. Only
Kennit had seen this, and nurtured this in him. Kennit the rapist had somehow
been also the leader that Wintrow near worshipped, and the mentor who had
enabled him to take his place on this deck and command it. The thoughts rushed through her head as swiftly as the wind that pushed
the sails, trampling her emotions as the barefoot sailors trampled Vivacia’s
decks. She poured her angry strength into hauling on a line. She hated and
loathed Kennit.",Liveship_Ship_of_Destiny_55_53
339707_1_45,"You saw that she was hurt, real
bad? Clemence touched her own cheek, sweetly rouged and powdered from
going to church. Yes, I saw. Our eyes filled with tears and we looked away from each other, down at
Clemence’s purse as she dug in it for Kleenex. We both let ourselves cry a
bit as she got the Kleenex. It was a relief. Then we put the tissues to our
faces and Clemence went on. It can be more violent than other times. Violently raped, I thought. I knew those words fit together.",The_Round_House_1_45
223085_8_67,"There had been letters in the cabin of the Chalcedean captain, written in
Jamaillian lettering, but in the Chalcedean language. She had recognized the
names of two high Jamaillian nobles and the notation for sums of money. She
had sensed then that she held the roots of a conspiracy in her hands. What had
the Chalcedeans been paid to do? Or were they the ones who had paid? If she
had been able to read those letters when the Chalcedean captain had held her

prisoner there…then her mind shied away. She hated what those nightmare days of confinement and rape had done to
her. They had changed her irrevocably, in ways she despised. She could not
forget that the Chalcedean captain had possessed life and death control over
her. She could not forget that the Satrap, the boyish, spoiled, self-indulgent
Satrap, had had the power to put her in such a position.",Liveship_Ship_of_Destiny_8_67
340849_25_13,"""Are these people crazy, or am I? That woman looks twice my age, and I don't
even know who she is."" Even her name was unfamiliar. They interviewed one of the arresting officers from that night, who looked like
an old man now, and he admitted that Grace had looked really scared and she
was shaking really badly when they found her. ""Did she look like she'd been raped?"" the interviewer said without hesitation. ""It was hard to tell, you know, I'm no doctor,"" he said shyly, ""but she didn't have
any clothes on.""
""She was naked?"" The interviewer looked straight into the camera, shocked, and
the policeman nodded. ""Yeah, but I don't think the doctors at the hospital said she'd been raped. They
just said she'd had sex with her boyfriend or something. Maybe her father walked in on them.""
""Thank you, Sergeant Johnson.""
And then came the piece de resistance on yet another channel. A moment with
Frank Wills, who looked even worse and sleazier than he had twenty years
before, if that was possible, and he said bluntly that Grace had always been a
strange kid and had always been after her father's money. ""What?",malice_25_13
340849_25_28,"She reminded herself of it constantly the day of the interview. It had all been
carefully staged, and Charles's P. R. people had reviewed the questions, or so
they thought. Mysteriously, the questions they'd approved for the interview had
disappeared, and Grace found herself asked, first off, what it had meant to her to
have sex with her father. ""Meant to me?"" She looked at her interviewer in amazement. ""Meant to me? Have you ever worked with victims of abuse? Have you ever seen what child
abusers do to children? They rape them, they mutilate them .... they kill them ...
they torture them, they put cigarettes out on their little arms and faces ... they fry
them on radiators ... they do a lot of very ugly things ... have you ever asked any
of them what it meant to them to have boiling water poured on their face, or their
arm nearly ripped out of its socket?",malice_25_28
340849_23_12,"""Do you have any idea how important you are to me, and this family? I love you,
Grace. Don't screw around with your health. I need you.""
""Okay,"" she said quietly. ""I'll go."" But she always hated going to the doctor. Doctors still reminded her of bad experiences, of being raped, and her mother
dying, and the night she killed her father, and even when she'd been in Bellevue

after the attack at St. Andrew's. To Grace, except for the babies she'd had,
doctors never meant anything pleasant.| ""Any idea what might be wrong? How
do you feel?"" Their family doctor asked her pleasantly. He was a middle-aged
man1 with an intelligent face and an easy disposition. He knew nothing of
Grace's past, or her dislike for doctors.",malice_23_12
565747_23_25,"I
needed them to review the policies they had in place around contacting
victims after rape. I wanted training for the Department of Public Safety on
campus so they could better inform victims of the court process and their
options, especially when it came to pressing charges. Also please add
lighting to the dark back area of the fraternity. Michele requested additional well-lit areas and video surveillance in
outdoor and high-risk areas. She advocated for even more systemic
remedies, assessing cultures of sexual violence within athletic programs,
reviewing practices in the fraternity system, working on data transparency,
making it more inclusive and expansive. The meeting took place on September 6, 2016, four days after Brock
was released from jail. I was aiming for tempered rage, strong conviction. Go in, make demands! I went in, shook hands. How quickly my face
crumpled.",Know_My_Name_23_25
565747_23_55,"Denying darkness does not bring anyone closer to the
light. When you hear a story about rape, all the graphic and unsettling
details, resist the instinct to turn away; instead look closer, because beneath

the gore and the police reports is a whole, beautiful person, looking for
ways to be in the world again. By now Michele and Appleseed were no longer talking, too much
betrayal, mistrust, Michele was livid, Appleseed wasn’t budging. Over a
year had passed since the initial meeting, promises were not upheld, no
investigation completed. The Fountain Hopper, an anonymous student
publication, uncovered the news of the rejected quotes and email blasted the
story across campus with the headline: STANFORD’S FINAL “FUCK YOU” TO
BROCK TURNER’S VICTIM. In the words of Appleseed, I end where I began. A year after Brock had
been released, and I’d received some money, vomited, took a few art
classes, received plants and no plaque, a burbling fountain. There was a
light installed, which was good, thank you. The dumpsters were moved to
the front, cedar walls erected around them. I was hard on myself for a long
time, feeling like I did not do enough.",Know_My_Name_23_55
565747_20_23,"I wanted to respond, I wrote it. Once a friend said, I heard

it’s someone we know. I froze, searching her face to see if she was testing
me, but there was nothing. I feigned indifference, shrugged, I haven’t heard
anything. When my sister met a guy in her neighborhood with a dog named
Broccoli, the owner explained, Well at first his name was Brock, but have
you heard of the Brock Turner stuff? My sister nodded. It hurt my dog’s
brand, so I changed it. I found a new therapist in San Francisco, but it took
me months and multiple sessions before I told her I was Emily Doe. All I
said was that I’d been sexually assaulted, and in response she said, Have
you read the Stanford victim statement? She’d recommended me my own
story, said something about thoughtfulness and power, turning the tables.",Know_My_Name_20_23
339707_1_24,"Looked like that poor woman had a miscarriage or maybe—her voice
went sly—a rape. The woman’s lip lifted up off her rabbit teeth as she looked at me. Her
ratty yellow hair quivered. I looked right back, into her lashless hazel eyes. Then I did something odd by instinct. I went over and took the magazine
out of her hands. Still staring at her, I tore off the cover and dropped the rest
of the magazine. I ripped again. Cher’s identical eyebrows parted. The lady
who was knitting pursed her lips, counting stitches.",The_Round_House_1_24
630140_76_24,"I’ve known about you for most
of my life, and I don’t know what to call you.”
“Call me Richard. That’s my real name. Call me that.”
“That’s your real name? Richard?” she asked doubtfully, and he giggled
against her neck, making her skin crawl with loathing and desire. “And who
promised me?”
“Nadine,” he said, “I have forgotten. Come on.”
He slipped off the hood of the car, still holding her hands, and she almost
jerked them away and ran … but what good would that have done? He
would only chase after her, catch her, rape her. “The moon,” he said. “It’s full. And so am I.” He brought her hand down
to the smooth and faded crotch of his jeans and there was something terrible
there, beating with a life of its own beneath the notched coldness of his
zipper.",The_Stand_76_24
917330_1_20,"Not armed robbery, murder, or rape after all. From a financial point of view, however, it was serious
—Millennium was not a flagship of the media world with unlimited resources, the magazine barely broke even—but the
judgement did not spell catastrophe. The problem was that Blomkvist was one of Millennium’s part owners, and at the
same time, idiotically enough, he was both a writer and the magazine’s publisher. The damages of 150,000 kronor he
would pay himself, although that would just about wipe out his savings. The magazine would take care of the court
costs. With prudent budgeting it would work out. He pondered the wisdom of selling his apartment, though it would break his heart. At the end of the go-go eighties,
during a period when he had a steady job and a pretty good salary, he had looked around for a permanent place to live. He ran from one apartment showing to another before he stumbled on an attic flat of 700 square feet right at the end of
Bellmansgatan. The previous owner was in the middle of making it liveable but suddenly got a job at a dot-com
company abroad, and Blomkvist was able to buy it inexpensively.",The_Girl_With_The_Dragon_Tattoo_1_20
565747_18_26,"When I
finally stopped, she said, I just typed up everything you said. I will now
email it back to you. Use it. That night, Margaret Cho was performing at the same Helium Comedy
Club. In 2015, she released a music video called I Wanna Kill My Rapist. I
looked up to her for being unapologetic, honest, and one of the few Asian
American role models in mainstream culture when I was growing up. I sat
on the perimeter of the audience, watching her step out of the same door I
had used to arrive onstage. She wore red heels, yellow Kill Bill pants, and a
black T-shirt that said OUI. After the show, as the audience trickled away, I
walked straight to the greenroom door and knocked. Immediately two
bodyguards stepped in, blocking me.",Know_My_Name_18_26
281771_8_12,"I was raped over and over by these things,
and had to expel them with great eﬀort. They would not have
spared my mouth, I suppose, had they not been commanded to
leave me gagged as all such slaves are gagged. ""And whenever I caught a glimpse of a Page I found myself
pleading with him by all my gestures and manner of groaning. ""I had no real thoughts during this time. Perhaps I had begun to
think of myself as the half human thing that they thought I was. I
don't know. To them I was a disobedient Prince sent to them
because I deserved it. Any abuse was their duty. If the ﬂies were
bad, they would paint my penis and balls with honey to attract
them and think that very clever. ""Much as I feared the leather whip handles of the stable boys
forced up my anus, I came to look forward to being taken to the
cleaner, cooler places in the stable.",The_Claiming_of_Sleeping_Beauty_8_12
565747_16_43,"I knew what she meant; she meant she
didn’t think that her older sister would’ve been raped. Alaleh had called to
tell her she needed to clarify and hold her ground, because the defense
would nail her on this tomorrow. I was ready to grab my keys, walk straight out the door. I wanted to pull
up to the defense attorney’s house, run up the carpeted stairs, and rustle him
awake in his stupid pajamas, his glasses on the bedside table. I would throw
the quilted blankets off him, revealing his hairy white legs, his tube socks. I’d ask him if he knew how he was disturbing my little sister, couldn’t he
figure out a goddamn way to do this decently, to keep it between me and
Brock, to look at the evidence scrawled across the board, my BAC level,

the voice mail, what more do you want, do you want to destroy my sister in
the process, because I will end you. Somehow it had become all of our
faults, except his. As I sat there witnessing her crumbling before me, her agony in trying to
carry this all, I finally understood. He knew there was a part in us that was
self-conscious, the lingering voices that told us we were in the wrong. Wasn’t it you, who left?",Know_My_Name_16_43
131302_37_57,". .” Tyentso exhaled. “That bastard. That slimy morgagesucking, goat-raping demon’s cunt!”*
The High General blinked at her, taken aback by the naked anger of her
words. Tyentso leaned up and kissed Qoran on the cheek. “I’ve missed you,
Qoran. But Sandus is dead, and Gadrith is very much alive. You and the
others need to stop Xaltorath. I’ll take care of my . .",The_Ruin_of_Kings_37_57
340849_9_4,"""She came into our cell. I thought it was you at first, I didn't even look up until
she was nose to nose with me, and Jane was flashing a knife right behind her.""
""You've got a lot to learn."" But she'd been impressed that she'd been smart
enough to leave a message on her bunk, with the single scrawled word Brenda. ""Are you okay?"" She wondered how far it had gone, and she glanced at Luna for
an answer. ""She's okay. Stupid, but okay. They didn't get too far. Brenda was too busy
getting coked up to do a whole lot of damage."" Over the years they had all seen
girls raped and ruined for life by baseball bats and broomsticks. But Luna was
still annoyed that this kid had almost dragged Sally into it. It was Luna who had
insisted on going herself, and leaving Sally to tell the guards, if she had to. Luna
took good care of her.",malice_9_4
630140_45_22,"Heavy downers for bedtime; tranks for travel; reds for
recess. “I’d get up in the morning, be raped two or three times, and then wait for
Doc to hand out the pills,” Susan said matter-of-factly. “The daytime pills, I
mean. By the third day I had abrasions on my … well, you know, my
vagina, and any sort of normal intercourse was very painful. I used to hope
for Ronnie, because all Ronnie ever wanted was a blowjob. But after the
pills, you got very calm. Not sleepy, just calm. Things didn’t seem to matter
after you got yourself wrapped around a few of those blue pills. All you
wanted to do was sit with your hands in your lap and watch the scenery go
by or sit with your hands in your lap and watch them use the wrecker to
move something out of the way. One day Garvey got mad because this one
girl, she couldn’t have been any more than twelve, she wouldn’t do … well,
I’m not going to tell you.",The_Stand_45_22
565747_24_84,"It gives the
message that a stranger can be inside you without proper consent and he
will receive less than what has been defined as the minimum sentence. Probation should be denied. I also told the probation officer that what I truly
wanted was for Brock to get it, to understand and admit to his wrongdoing. Unfortunately, after reading the defendant’s report, I am severely
disappointed and feel that he has failed to exhibit sincere remorse or
responsibility for his conduct. I fully respected his right to a trial, but even
after twelve jurors unanimously convicted him guilty of three felonies, all
he has admitted to doing is ingesting alcohol. Someone who cannot take full
accountability for his actions does not deserve a mitigating sentence. It is
deeply offensive that he would try and dilute rape with a suggestion of
“promiscuity.” By definition rape is not the absence of promiscuity, rape is
the absence of consent, and it perturbs me deeply that he can’t even see that
distinction. The probation officer factored in that the defendant is youthful and has no
prior convictions. In my opinion, he is old enough to know what he did was
wrong. When you are eighteen in this country you can go to war.",Know_My_Name_24_84
37865_30_64,"“If I were an insurance man instead of a librarian, I’d draw you a graph,
maybe. It would show an unusually high rate of every violent crime we
know of, not excluding rape, incest, breaking and entering, auto theft, child
abuse, spouse abuse, assault. “There’s a medium-sized city in Texas where the violent-crime rate is far
below what you’d expect for a city of its size and mixed racial make-up. The extraordinary placidity of the people who live there has been traced to
something in the water .. a natural trank of some kind. The exact opposite
holds true here. Derry is a violent place to live in an ordinary year. But
every twenty-seven years—although the cycle has never been perfectly
exact—that violence has escalated to a furious peak ... and it has never been
national news.”
“You’re saying there’s a cancer at work here,” Beverly said. “Not at all. An untreated cancer invariably kills.",It_30_64
951952_19_8,"“He was once a Guardian. He has
disgraced his uniform. He has abused his position of trust. His partner in
viciousness has already been shot. The penalty for rape, as you know, is
death. Deuteronomy 22:23-29. I might add that this crime involved two of
you and took place at gunpoint. It was also brutal. I will not offend your ears
with any details, except to say that one woman was pregnant and the baby
died.”
A sigh goes up from us; despite myself I feel my hands clench. It is too
much, this violation.",the_handmaids_tale_19_8
565747_19_8,"Campus rape is no different than off-campus rape. Rape is rape. My family and I made our way down the back stairwell. For once, I did
not rush. I no longer felt the urgency to protect myself, all my armor already
gone. The day was sunny and quiet. Cars rolled by on their way to
California Avenue for lunch. For most people it was just a regular
afternoon. I tried to comfort myself by saying, you get to be a normal
person again. But this was not how freedom should feel.",Know_My_Name_19_8
340849_25_26,"""It won't, you know,"" Charles said. But maybe if it was handled well, it wouldn't
do any harm either. The conference was set for the week before her birthday on an important
interview show, on a major network. It was heavily advertised, and television
news cameras started appearing outside their house the day before. It was agony
for their children. They hated having anyone over now, or going anywhere, or even talking to
friends. Grace understood it only too well. Every time she went to the grocery
store, someone came over to her and started a seemingly innocuous conversation
that would end up in Q8cA about her life in prison. It didn't matter if they
opened with melons or cars, somehow they always wound up in the same place,
asking if her father had really raped her, or how traumatic had it been to kill him,
and were there really a lot of lesbians in prison. ""Are you kidding?"" Charles said in disbelief.",malice_25_26
340849_13_9,"Unforgettable."" He sounded cold and hard and angry. ""How can you say that?"" She started to cry. ""How could you do that with me
passed out?"" She felt her stomach rise to her throat again, and her chest tightened
with asthma, but she felt too sick to look for her inhaler. She couldn't even sit up
and look around her. ""How do you know what I did?"" he said evilly, as he walked across the room, his
splendid body exposed for her to see it. ""Maybe I always work like this. It's so
much cooler."" He turned to face her then, so she could see all of him, and she
looked away, trying not to see it. This was not how she had wanted their first time to be, and she didn't know if
she was more hurt than angry. It was what it had always been for her. Rape.",malice_13_9
281771_8_9,"Lifting
me up by this, he forced me into the stable. I was then laid over a
barrel again and raped by all of them. ""It seemed unendurable, and yet I endured it. And as in the
Queen's chamber, I could feast my eyes on my tormentors all day
long though in between their wants they took little notice of me. ""One evening however, when all of them had had much to drink
and had been congratulated for a very good meal upstairs, they
turned for more imaginative play with me. I was terriﬁed. I had no
thoughts of dignity anymore and began to groan behind my gag as
soon as they approached me. I squirmed and twisted to resist their
hands. ""The games they chose were as degrading as they were
disgusting. They spoke of decorating me, of improving my
appearance, that I was altogether too clean and too ﬁne an animal
for my lodgings.",The_Claiming_of_Sleeping_Beauty_8_9
340849_5_2,"Voluntary manslaughter, if she had indeed wanted to kill him, but not planned
it, but believed falsely that she was justified in killing him, because she felt he
was harming her at the time. Voluntary manslaughter would require a sentence of
up to twenty years. Involuntary manslaughter if he had been harming her, and she had intended to
hurt or resist him or cause him great bodily harm, but not kill him, but her
""reckless"" behavior had caused his death. Involuntary manslaughter would put her in prison for anywhere from one to
ten years. And justifiable force if they believed her story that he had raped her that night
and over the previous four years, and she was defending herself against his
potentially life-threatening attack on her person. David had addressed them powerfully, and demanded justice in the form of a
verdict of ""defense with the use of justifiable force"" for this innocent young girl
who had suffered so much and lived a life of torture at the hands of her parents. He had made her tell all of it to the jury. That was her only hope now. It was a late September afternoon when the jury finally came in, and Grace
almost fainted when she heard the verdict. The foreman rose solemnly, and announced that they had reached a verdict.",malice_5_2
340849_19_25,"He just assumed that he had a right to use me. And another man I had business
dealings with did the same thing."" She was talking about Louis Marquez and
didn't want to explain him to Charles just yet, although she knew that eventually,
if this got serious, she'd have to. ""This other man kept threatening, threatened that I'd lose my job if I didn't sleep
with him. He used to show up at my apartment. It was disgusting ... and then
there was someone I went out with. He did pretty much the same thing, used me,
made a fool of me, never gave a damn. He put something in my drink and I got
horribly sick. But he didn't rape me at least. At first I was afraid that maybe he
had after he'd drugged me, but he hadn't. He just made me look like a fool
afterwards.",malice_19_25
630140_47_13,"He who Is—the dark man, the hardcase. He waited for Trashcan Man in
Cibola, and his were the armies of the night, his were the white-faced riders
of the dead who would sweep out of the west and into the very face of the
rising sun. They would come raving and grinning and stinking of sweat and
gunpowder. There would be shrieks, and Trashcan cared very little for
shrieks, there would be rape and subjugation, things about which he cared
even less, there would be murder, which was immaterial—
—and there would be a Great Burning. About that he cared very much. In the dreams the dark man came to him
and spread out his arms from a high place and showed Trashcan a country
in flames. Cities going up like bombs. Cultivated fields drawn in lines of
fire. The very rivers of Chicago and Pittsburgh and Detroit and Birmingham
ablaze with floating oil. And the dark man had told him a very simple thing
in his dreams, a thing which had brought him running: I will set you high in
my artillery.",The_Stand_47_13
565747_14_30,"I am at
the rape clinic. The water filling my ears, smearing my vision, sealing my
nose and running over my mouth. Outside, there is a highway, a steady
stream of cars, one pulled over on the side of the road. It is my sister,
heaving cries so hard she cannot see. She is trying to come get me. Carpet. I
am in a plastic chair in the rape clinic, hair dripping wet. Tiffany is sitting
next to me, frayed, upset. How do I make her feel better. Carpet.",Know_My_Name_14_30
340849_25_6,"It was presented as a special bulletin, with a full screen photograph of her mug
shot from prison. What startled Grace above all was how young she looked. She
was barely more than a baby, only three years older than Andrew, and she looked
younger than Abigail in the picture. ""Wow, Mom! Is that you?""
""Shhh, Matthew!"" they all said at once, and watched in horror as the story
unraveled. The story was definitely not pretty. It opened with the news that Grace
Mackenzie, wife of Congressman Charles Mackenzie, candidate for a Senate
seat in the next election, had shot her father in a sex scandal at seventeen, and
had been sentenced to two years in prison. There were photographs of her going
into the trial, in handcuffs, and of her father looking very handsome. They said
he had been a pillar of the community, and his daughter had accused him of rape,
and shot him. She had claimed self-defense and a jury had not believed her.",malice_25_6
565747_21_43,"I imagine myself the centipede, struggling to tie each of my
hundred tiny shoes, it takes me longer to get going than most. But I will put
on shoe after shoe after shoe until I can get up and go again. 12. ONLY FIVE MONTHS after I read my statement in court, Trump was elected. I

was hit by the same feeling I’d had when the judge said six months. Blindsided. Disappointed. Wrecked. When Trump’s Access Hollywood tape surfaced, the average person
acknowledged what he said was vulgar, lewd, foul. Anderson Cooper asked
Trump point-blank if he understood he was talking about sexual assault and
the nation watched him shrug and say, locker-room talk.",Know_My_Name_21_43
565747_24_86,"The fact that
Brock was an athlete at a private university should not be seen as an
entitlement to leniency, but as an opportunity to send a message that sexual
assault is against the law regardless of social class. The Probation Officer has stated that this case, when compared to other
crimes of similar nature, may be considered less serious due to the
defendant’s level of intoxication. It felt serious. That’s all I’m going to say. What has he done to demonstrate that he deserves a break? He has only
apologized for drinking and has yet to define what he did to me as sexual
assault, he has revictimized me continually, relentlessly. He has been found
guilty of three serious felonies and it is time for him to accept the
consequences of his actions. He will not be quietly excused. He is a lifetime sex registrant. That doesn’t expire.",Know_My_Name_24_86
565747_1_4,"I am the first child. “Xia” sounds like “sha.”
Chanel. The FBI defines rape as any kind of penetration. But in California, rape
is narrowly defined as the act of sexual intercourse. For a long time I
refrained from calling him a rapist, afraid of being corrected. Legal
definitions are important. So is mine. He filled a cavity in my body with his
hands. I believe he is not absolved of the title simply because he ran out of
time. The saddest things about these cases, beyond the crimes themselves, are
the degrading things the victim begins to believe about her being.",Know_My_Name_1_4
565747_23_47,"Still no plaque. I received an email one evening informing me of their scheduled
ceremony; it would open with the provost (five minutes), an announcement
about support services (five minutes), a speech/letter from Emily Doe (five
minutes), closing words, moment of silence in support of sexual violence
survivors (five minutes). What do you do when you’re invited to your own
rape garden ceremony, that’s been scheduled to last twenty minutes? I
wanted to give a speech, Thanks for the stones. For being so concerned with
agency, they had taken it upon themselves to create a public display of
support, inviting cameras, a tidy itinerary, the figurative ribbon cut. They
gave me three dates I could choose from. I appreciated that the area had

been cleaned up, that students may find solace in it, but it was odd the
plaque was still missing. I told my lawyer to politely inform them there
would be no ceremony. I thought more about anger, about the art piece I would create. A more
fitting tribute: a piece called Construction; each victim is given a nail for
every day she has lived with what happened to her.",Know_My_Name_23_47
573619_5_71,"Fahy had installed me in
one of the hall’s guest rooms and Felicity and I were drinking tea and eating

little ginger biscuits in front of the fireplace in her own chambers. “Honestly, I hadn’t thought about it in years before I saw you looking up.”
“I can’t imagine forgetting it,” I said. Worse than that was knowing the
rape of a young girl was the image, the idea, that someone in her family had
wanted to impress upon every guest who walked through the hall’s front
doors—but I could not quite say so to her, for all the late-night whispers we
had shared. Felicity shrugged. “You can forget almost anything, if you live with it
long enough,” she said. “It becomes just . . . part of the everyday world
around you, and then it . .",Reader_I_Murdered_Him_5_71
